WASHINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Individual Income Tax Returns: 
Selected Income and Tax Items by State, 
ZIP Code, and Size of Adjusted Gross Income, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98526,,171,63,93,348,98,"5,277",139,"3,864",52,99,0,0,0,0,0,0,0,0,0,0,0,22,394,29,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,"2,896",36,43,0,0,23,26,0,0,33,36,37,68,33,65,0,0,101,382,108,401,25,24,141,332
98526,"$1 under $25,000",93,37,42,165,44,1170,74,819,**,**,**,**,**,**,**,**,**,**,**,**,**,22,394,29,209,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,37,226,**,**,**,**,**,**,**,**,33,36,37,68,33,65,**,**,34,22,41,36,25,24,75,135
98526,"$25,000 under $50,000",44,**,27,105,54,1510,36,1057,52,99,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,41,761,36,43,**,**,23,26,**,**,**,**,**,**,**,**,**,**,33,97,33,94,**,**,41,108
98526,"$50,000 under $75,000",** 34,** 26,** 24,** 78,**,"** 2,597",** 29,"** 1,988",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,** 34,"** 1,909",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,** 34,** 263,** 34,** 271,**,**,** 25,** 89
98526,"$75,000 under $100,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98526,"$100,000 under $200,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98526,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98528,,"4,574","2,200","1,923","9,341","2,646","241,577","3,521","166,395","1,948","3,488",828,"2,785",725,"1,807",594,"6,702",32,675,"3,218",473,"8,349","1,303","32,763",621,"5,851",768,"8,071",0,0,"1,758","37,522",46,392,"1,520","2,879","1,656","4,509","1,738","7,979","1,547","17,523","1,269","3,468","3,716","153,779","1,478","1,755",210,167,827,"1,109",158,79,458,599,642,"1,209",536,960,35,101,"3,385","22,710","3,604","23,906",782,"2,146","3,622","10,089"
98528,"$1 under $25,000",1502,281,532,2258,580,19003,1021,11731,419,678,172,300,143,148,202,1624,**,138,-158,91,442,284,3265,209,1672,73,109,**,**,180,3677,24,214,138,105,146,327,171,619,119,1046,102,116,701,4271,151,47,**,**,54,19,**,**,251,291,442,897,392,733,**,**,588,409,749,675,152,74,1202,2226
98528,"$25,000 under $50,000",1173,479,501,2321,658,43813,868,28173,463,469,179,444,157,230,149,1518,**,146,-50,123,1065,370,8879,194,2043,273,1596,**,**,382,6125,**,**,324,394,349,749,376,1177,324,2835,259,460,1129,22736,446,364,46,30,242,231,48,20,149,239,200,312,144,227,**,**,971,2447,1020,2733,176,223,987,2442
98528,"$50,000 under $75,000",815,514,361,1953,616,50211,701,37606,383,489,157,350,133,217,80,433,**,114,96,89,1101,249,7002,116,1150,178,2167,**,**,422,7807,**,**,367,540,405,919,420,1507,394,4256,289,525,807,31437,370,576,57,42,255,415,40,20,58,69,0,0,0,0,**,**,753,3852,760,3988,151,275,655,2150
98528,"$75,000 under $100,000",554,448,249,1434,426,48110,468,35821,312,668,134,461,118,293,72,427,** 32,116,417,84,1608,195,5918,58,577,126,2041,**,**,348,6675,**,**,307,709,339,882,346,1635,318,3572,263,446,553,34017,263,426,49,43,171,300,38,21,**,**,0,0,0,0,**,**,548,4523,549,4644,118,233,435,1493
98528,"$100,000 under $200,000",467,420,233,1231,343,59637,414,43999,318,595,145,627,133,458,91,2700,**,120,906,86,4133,177,6307,44,409,98,1632,**,**,367,9208,22,178,327,874,358,1138,366,2251,342,4626,303,985,465,44964,219,296,58,52,105,144,32,18,**,**,0,0,0,0,**,**,464,7515,464,7787,154,644,313,1372
98528,"$200,000 or more",63,58,47,144,23,20803,49,9065,53,589,41,603,41,461,**,**,**,41,2007,**,**,28,1392,**,**,20,526,**,**,59,4030,**,**,57,257,59,494,59,790,50,1188,53,936,61,16354,29,46,**,**,0,0,**,**,0,0,0,0,0,0,35,101,61,3964,62,4079,31,697,30,406
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98531,,"10,214","3,853","5,215","21,687","6,996","403,804","8,355","279,580","3,387","6,556","1,373","4,193","1,209","2,672",985,"10,264",115,"1,107","9,941",977,"11,647","1,948","37,801","1,603","14,498","1,413","14,708",21,263,"2,292","43,679",62,815,"1,977","3,153","2,080","4,880","2,242","9,115","1,809","16,689","1,625","6,335","7,384","235,326","3,032","3,204",296,213,"1,857","2,164",265,133,"1,942","2,572","2,139","4,533","1,918","4,189",40,405,"6,311","34,173","6,697","36,250","1,288","3,514","8,598","22,497"
98531,"$1 under $25,000",4784,764,2261,8387,2654,61866,3775,45142,985,1407,405,828,347,414,364,1949,49,329,-185,292,1584,662,6205,683,5205,207,392,** 21,** 263,318,4967,**,**,254,206,237,441,284,687,162,1108,191,432,2092,12302,552,185,**,**,257,83,43,15,1259,1507,1588,3599,1452,3383,**,**,1687,1130,1958,1526,322,160,4163,8534
98531,"$25,000 under $50,000",2818,1086,1463,6479,2211,101102,2338,75605,901,1276,325,727,284,390,269,2574,**,245,295,265,2073,557,10099,480,5137,557,3373,**,**,607,9515,**,**,510,660,539,1017,596,1739,472,3817,383,919,2685,49594,1227,1062,105,69,829,783,82,45,602,950,551,934,466,806,**,**,2107,4995,2210,5502,327,387,2471,6540
98531,"$50,000 under $75,000",1336,899,723,3408,1109,81614,1139,59245,649,966,261,767,237,476,150,1056,42,207,338,194,2612,377,8829,281,2661,343,4769,**,**,563,9623,38,96,494,722,527,1076,560,1855,481,4237,400,1168,1331,51544,630,994,88,66,437,738,80,41,81,115,0,0,0,0,**,**,1248,6078,1259,6361,243,446,1087,3238
98531,"$75,000 under $100,000",687,570,377,1811,543,59071,595,44549,398,834,152,558,131,337,92,850,**,120,636,118,1892,186,5309,111,971,162,2959,**,**,389,7443,**,**,350,631,370,905,388,1633,340,3484,295,1067,687,41685,353,527,56,38,231,391,36,20,**,**,0,0,0,0,**,**,684,5487,685,5713,156,404,531,1783
98531,"$100,000 under $200,000",526,480,337,1425,420,67545,457,46064,397,1448,191,910,172,708,89,2053,24,163,2009,108,3486,166,7359,48,524,144,3215,**,**,366,8605,24,719,332,811,361,1079,365,1994,324,3585,310,1540,526,51923,240,333,47,40,103,169,24,12,**,**,0,0,0,0,**,**,522,8579,522,8997,209,1036,314,1314
98531,"$200,000 or more",63,54,54,177,59,32606,51,8975,57,625,39,403,38,347,21,1782,**,43,6848,**,**,**,**,**,**,**,**,**,**,49,3526,**,**,37,123,46,362,49,1207,30,458,46,1209,63,28278,30,103,**,**,**,**,**,**,0,0,0,0,0,0,40,405,63,7904,63,8151,31,1081,** 32,"** 1,088"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98532,,"9,363","4,455","4,977","19,856","6,193","482,486","7,575","332,647","3,969","7,639","1,684","6,281","1,485","4,314","1,192","12,116",302,"1,407","14,654",952,"12,915","2,028","42,452","1,511","13,063","1,438","16,346",37,542,"3,020","62,023",102,555,"2,671","4,780","2,814","6,958","2,993","12,654","2,551","26,965","2,232","9,098","7,398","307,773","3,233","3,946",333,289,"1,875","2,560",317,150,"1,086","1,447","1,493","2,934","1,280","2,619",73,260,"6,602","47,299","6,985","50,063","1,433","5,376","7,586","21,943"
98532,"$1 under $25,000",3476,681,1652,5191,1337,43808,2594,30749,930,1164,374,758,333,339,331,2113,51,346,-18,243,1322,534,5082,476,3716,157,220,**,**,302,4828,**,**,248,202,248,490,287,740,192,1592,185,360,1626,9614,395,132,**,**,112,43,28,10,576,646,978,2102,877,1919,**,**,1364,886,1610,1270,309,153,2858,5239
98532,"$25,000 under $50,000",2401,967,1307,5162,1694,87263,1942,62832,911,1457,359,799,311,480,279,2417,68,276,361,233,2160,552,10553,458,4549,524,3298,**,**,650,10339,** 25,** 31,560,663,579,1189,645,1941,522,4530,415,966,2296,43494,1052,928,96,61,638,644,79,35,408,641,515,832,403,700,** 22,** 29,1875,4361,1983,4936,300,413,2077,5725
98532,"$50,000 under $75,000",1546,1059,838,3991,1354,95242,1315,71571,789,1268,342,996,293,661,251,2527,65,279,549,197,2766,399,9029,321,2632,346,4928,**,**,754,13649,44,126,663,1017,703,1518,749,2665,661,6574,543,1548,1538,58837,755,1170,88,72,527,861,74,32,102,160,0,0,0,0,**,**,1446,6830,1470,7355,291,552,1248,3948
98532,"$75,000 under $100,000",927,809,518,2608,862,79811,804,60709,577,786,229,633,205,460,134,1428,48,185,1033,123,2215,271,8005,148,1200,210,3743,**,**,562,11116,**,**,508,960,546,1287,561,2392,502,5515,444,1403,926,55100,504,873,65,58,337,619,64,30,**,**,0,0,0,0,**,**,907,6949,911,7325,201,529,725,2675
98532,"$100,000 under $200,000",882,822,544,2523,813,110644,808,82521,645,1868,306,1740,274,1339,163,2178,70,242,2475,156,4452,244,8456,108,966,169,3483,37,542,639,15175,33,398,589,1456,626,1829,638,3517,581,7023,537,2584,881,83501,468,714,84,98,261,393,72,43,**,**,0,0,0,0,**,**,879,13419,880,14086,282,1269,599,2695
98532,"$200,000 or more",131,117,118,381,133,65718,112,24265,117,1096,74,1355,69,1035,34,1453,**,79,10254,**,**,28,1327,**,**,32,674,**,**,113,6916,**,**,103,482,112,645,113,1399,93,1731,108,2237,131,57227,59,129,**,**,0,0,**,**,0,0,0,0,0,0,51,231,131,14854,131,15091,50,2460,79,1661
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98533,,248,125,132,483,119,"9,731",170,"5,909",108,107,38,79,35,34,46,200,0,39,369,27,456,79,"1,896",44,446,48,456,0,0,74,"1,483",0,0,66,113,72,165,74,301,59,572,49,167,180,"5,514",67,66,0,0,35,37,0,0,21,35,39,70,35,60,0,0,163,694,180,797,43,89,189,451
98533,"$1 under $25,000",105,32,50,159,33,1226,56,492,33,72,**,**,**,**,** 21,** 88,**,**,**,27,456,23,259,**,**,28,136,**,**,27,458,**,**,** 25,** 32,26,50,27,84,**,**,**,**,40,209,**,**,**,**,**,**,**,**,** 21,** 35,39,70,35,60,**,**,33,18,48,41,**,**,81,142
98533,"$25,000 under $50,000",64,31,35,127,30,2324,49,1554,28,13,38,79,** 35,** 34,25,112,**,**,**,**,**,** 23,** 440,44,446,**,**,**,**,**,**,**,**,**,**,**,**,**,**,36,308,**,**,61,1211,31,18,**,**,**,**,**,**,**,**,**,**,**,**,**,**,54,135,55,153,**,**,54,135
98533,"$50,000 under $75,000",43,33,47,107,31,2640,34,1597,** 26,** 11,**,**,**,**,**,**,**,** 39,** 369,**,**,33,1197,**,**,20,320,**,**,22,447,**,**,** 20,** 31,22,45,22,81,**,**,49,167,43,1576,36,48,**,**,** 35,** 37,**,**,**,**,0,0,0,0,**,**,41,184,42,225,** 43,** 89,31,87
98533,"$75,000 under $100,000",36,29,**,90,25,3541,31,2266,21,11,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,25,578,**,**,21,50,24,70,25,136,23,264,**,**,36,2518,**,**,**,**,**,**,**,**,**,**,0,0,0,0,**,**,35,357,35,378,**,**,23,87
98533,"$100,000 under $200,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98533,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98535,,194,79,88,370,96,"7,143",137,"3,691",79,129,34,118,30,73,23,326,0,38,11,26,538,60,"1,456",33,279,48,501,0,0,46,883,0,0,39,84,42,96,45,184,30,255,36,66,143,"3,987",42,33,0,0,22,24,0,0,23,35,50,107,43,94,0,0,129,552,136,585,32,44,153,383
98535,"$1 under $25,000",91,22,40,154,42,1165,62,656,23,49,**,**,**,**,23,326,**,**,**,** 26,** 538,**,**,33,279,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,42,180,**,**,**,**,22,24,**,**,23,35,50,107,43,94,**,**,35,16,43,31,**,**,73,161
98535,"$25,000 under $50,000",54,26,** 25,106,25,1992,40,1206,24,26,34,118,30,73,**,**,**,38,11,**,**,** 37,** 607,**,**,** 26,** 181,**,**,**,**,**,**,**,**,**,**,**,**,30,255,**,**,52,1044,42,33,**,**,**,**,**,**,**,**,**,**,**,**,**,**,46,118,45,117,** 32,** 44,46,111
98535,"$50,000 under $75,000",49,31,23,110,29,3986,35,1829,32,54,**,**,**,**,**,**,**,**,**,**,**,23,849,**,**,22,320,**,**,46,883,**,**,** 39,** 84,42,96,45,184,**,**,36,66,49,2763,**,**,**,**,**,**,**,**,**,**,0,0,0,0,**,**,48,418,48,437,**,**,34,111
98535,"$75,000 under $100,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98535,"$100,000 under $200,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98535,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98537,,1018,442,493,"2,067",645,"46,458",802,"33,428",502,603,205,338,181,230,139,"1,365",0,132,137,148,"2,194",217,"4,154",180,"1,850",169,"1,857",0,0,266,"4,618",0,0,228,391,243,543,266,"1,015",225,"1,923",187,407,823,"29,228",346,428,76,63,209,268,39,16,108,137,153,275,125,236,0,0,741,"3,875",789,"4,145",173,328,803,"2,188"
98537,"$1 under $25,000",356,57,167,499,128,4509,252,2883,106,99,45,112,40,73,49,188,**,37,0,35,205,64,664,49,347,29,53,**,**,34,522,**,**,28,21,25,45,34,93,**,**,** 20,** 46,170,1074,33,15,**,**,**,**,**,**,53,66,105,209,92,190,**,**,148,97,179,128,43,14,273,546
98537,"$25,000 under $50,000",300,93,146,580,190,11319,230,7627,146,162,48,100,41,68,35,482,**,34,26,42,380,63,1088,62,840,66,456,**,**,64,1003,**,**,57,59,54,93,64,156,70,513,36,51,292,6350,115,107,** 26,** 18,84,80,**,**,55,71,48,66,33,46,**,**,243,697,256,796,52,72,246,600
98537,"$50,000 under $75,000",173,124,80,465,164,10715,157,8355,107,153,43,46,39,25,25,193,**,26,81,27,382,31,544,39,408,33,480,**,**,61,1064,**,**,50,77,59,129,61,222,55,471,46,112,172,6766,96,144,21,17,67,104,**,**,**,**,0,0,0,0,**,**,162,773,166,816,32,56,141,484
98537,"$75,000 under $100,000",106,92,58,280,81,9236,88,6574,72,126,32,29,27,21,30,502,**,** 35,** 30,44,1227,32,941,30,255,41,868,**,**,53,976,**,**,46,93,53,121,53,225,49,433,36,89,106,6640,57,92,** 29,** 28,32,49,** 39,** 16,**,**,0,0,0,0,**,**,105,871,105,937,21,92,85,292
98537,"$100,000 under $200,000",83,76,42,243,82,10679,75,7989,71,63,37,51,34,43,**,**,**,**,**,**,**,27,917,**,**,**,**,**,**,54,1053,**,**,47,141,52,155,54,319,51,506,49,109,83,8398,45,70,**,**,26,35,**,**,0,0,0,0,0,0,**,**,83,1437,83,1468,25,94,58,266
98537,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98538,,185,88,104,380,105,"7,766",134,"5,138",96,144,38,58,30,28,31,470,26,31,118,0,0,52,933,36,274,30,349,0,0,55,940,0,0,48,69,51,99,55,186,46,369,48,134,137,"4,619",57,72,0,0,29,41,0,0,21,30,34,76,31,66,0,0,123,611,132,688,33,93,142,393
98538,"$1 under $25,000",84,**,42,126,30,1026,50,562,34,44,**,**,**,**,31,470,** 26,**,**,0,0,32,438,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,38,163,27,16,**,**,**,**,**,**,21,30,34,76,31,66,**,**,31,15,38,27,**,**,63,137
98538,"$25,000 under $50,000",45,** 37,23,93,24,1590,35,996,** 22,** 40,38,58,30,28,**,**,**,31,118,**,**,**,**,** 36,** 274,30,349,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,43,771,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,37,78,39,101,33,93,39,101
98538,"$50,000 under $75,000",56,51,39,161,51,5150,49,3580,40,60,**,**,**,**,**,**,**,**,**,**,**,20,495,**,**,**,**,**,**,55,940,**,**,48,69,51,99,55,186,46,369,48,134,56,3685,30,56,**,**,29,41,**,**,**,**,0,0,0,0,**,**,55,518,55,560,**,**,40,155
98538,"$75,000 under $100,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98538,"$100,000 under $200,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98538,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98541,,"3,845","1,745","1,686","8,160","2,571","168,499","3,182","125,859","1,367","1,877",509,"1,173",444,805,433,"4,424",79,394,"2,349",298,"3,254",814,"15,940",824,"6,688",500,"4,997",0,0,1002,"18,311",22,63,873,"1,588",922,"2,227",983,"3,996",867,"8,569",643,"1,604","2,959","102,315","1,188","1,332",133,100,740,924,103,54,556,708,725,"1,500",647,"1,360",26,32,"2,624","14,141","2,772","15,011",551,"1,539","3,177","8,677"
98541,"$1 under $25,000",1508,311,566,2472,711,19257,1148,13282,346,321,122,150,107,79,145,841,** 31,103,8,95,534,283,2757,239,1654,76,109,**,**,93,1486,0,0,79,108,78,155,90,267,67,550,51,73,662,4005,170,53,**,**,65,23,**,**,319,340,510,1116,466,1033,0,0,555,375,660,519,122,71,1278,2565
98541,"$25,000 under $50,000",1047,426,471,2293,787,37906,866,28293,336,416,122,183,102,111,90,1007,**,89,139,62,519,213,3868,282,2416,184,1091,**,**,237,3535,22,63,199,309,200,372,228,708,187,1499,130,237,1009,19161,420,352,42,22,276,257,37,15,197,314,215,384,181,327,** 26,** 32,824,2031,858,2244,133,171,907,2512
98541,"$50,000 under $75,000",666,449,317,1658,530,41119,590,32131,297,250,97,167,84,98,79,602,** 21,75,169,74,668,161,4085,159,1241,142,1971,**,**,284,5042,**,**,244,372,267,616,280,1032,250,2449,178,353,665,26144,299,461,43,26,212,346,26,13,40,54,0,0,0,0,**,**,627,3170,634,3338,128,247,538,1657
98541,"$75,000 under $100,000",345,302,165,958,303,29699,323,24242,181,201,74,141,66,65,60,244,27,54,205,40,885,83,1974,94,938,53,962,**,**,201,3949,**,**,177,336,195,516,198,888,187,1984,138,330,344,20663,163,282,** 23,** 25,125,210,20,13,**,**,0,0,0,0,**,**,339,2667,341,2738,66,141,279,987
98541,"$100,000 under $200,000",253,233,143,698,209,31712,232,23868,181,382,94,532,85,452,59,1730,**,73,1828,27,648,74,3256,50,439,45,864,**,**,187,4299,**,**,174,463,182,568,187,1101,176,2087,146,611,253,24674,136,184,25,27,62,88,20,13,0,0,0,0,0,0,**,**,253,4026,253,4198,102,909,175,956
98541,"$200,000 or more",26,24,24,81,31,8806,23,4043,26,307,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,26,7668,**,**,**,**,0,0,**,**,0,0,0,0,0,0,**,**,26,1872,26,1974,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98542,,282,128,148,585,180,"10,777",222,"7,651",107,164,35,55,28,40,42,288,20,31,47,25,523,62,"1,172",50,289,37,432,0,0,72,"1,766",0,0,60,94,66,130,70,252,57,623,43,133,209,"5,900",78,69,0,0,53,53,0,0,49,76,60,139,54,127,0,0,177,758,192,844,56,165,216,594
98542,"$1 under $25,000",127,29,57,205,56,1684,92,1099,28,49,**,**,28,40,42,288,20,**,**,25,523,38,592,20,141,**,**,**,**,** 27,** 746,**,**,23,24,** 23,** 42,** 26,** 67,**,**,**,**,57,362,**,**,**,**,**,**,**,**,28,33,60,139,54,127,**,**,48,35,60,56,30,29,103,242
98542,"$25,000 under $50,000",78,42,67,191,70,2872,65,2330,31,52,35,55,**,**,**,**,**,31,47,**,**,**,**,30,148,**,**,**,**,**,**,**,**,**,**,**,**,**,**,36,390,**,**,75,1353,43,24,**,**,29,18,**,**,** 21,** 43,**,**,**,**,**,**,56,141,59,154,**,**,63,201
98542,"$50,000 under $75,000",40,23,**,88,25,2406,33,1600,21,39,**,**,**,**,**,**,**,**,**,**,**,24,580,**,**,37,432,**,**,** 22,** 452,**,**,37,70,** 22,** 43,** 22,** 74,**,**,43,133,40,1468,35,45,**,**,** 24,** 35,**,**,**,**,0,0,0,0,**,**,37,185,37,195,26,136,28,83
98542,"$75,000 under $100,000",37,34,24,101,29,3815,32,2622,** 27,** 24,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,23,568,**,**,**,**,21,45,22,111,21,233,**,**,37,2717,**,**,**,**,**,**,**,**,0,0,0,0,0,0,**,**,36,397,36,439,**,**,** 22,** 68
98542,"$100,000 under $200,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98542,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98546,,"1,168",616,583,"2,250",475,"64,187",770,"35,137",580,"1,582",342,"2,140",303,"1,510",157,"1,543",0,273,"2,065",244,"4,467",460,"11,004",152,"1,502",338,"4,102",0,0,480,"11,124",0,0,419,836,454,"1,568",474,"2,720",392,"4,343",369,"1,134",939,"40,316",319,330,51,44,141,193,24,10,84,98,131,230,108,207,0,0,875,"6,204",911,"6,553",243,742,857,"2,313"
