"Table 1-- Individual Income Tax Returns: Selected Income and Tax Items by State, ZIP Code, and Size of Adjusted Gross Income, Tax Year 2001",,,,,,,,,,,,,,
(Money amounts in thousands of dollars),,,,,,,,,,,,,,
WASHINGTON           ,,,,,,,,,,,,,,
,,      Number of Exemptions      ,,,Salaries and Wages   ,,Taxable Interest,,Total Tax,,Schedule C,Schedule F  , Schedule A ,
"$50,000 or more      ",113,328,104,"8,267",107,"6,330",101,145,113,"1,025",18,**        ,67,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98650                ,361,799,239,"13,241",298,"9,466",213,672,265,"1,798",76,29,94,
"Under $10,000        ",91,90,23,-575,72,326,30,33,33,7,12,**        ,**        ,
"$10,000 under $25,000",83,187,50,"1,450",63,"1,051",41,105,57,66,20,*       14,*       16,
"$25,000 under $50,000",93,249,83,"3,356",79,"2,496",62,149,81,245,19,**        ,29,
"$50,000 or more      ",94,273,83,"9,010",84,"5,593",80,385,94,"1,480",25,15,49,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98651                ,316,732,182,"16,341",256,"10,205",212,546,244,"2,273",57,15,121,
"Under $10,000        ",51,79,25,183,41,222,17,25,10,2,**        ,--        ,**        ,
"$10,000 under $25,000",68,143,36,"1,155",52,761,40,62,46,52,*       19,**        ,*       13,
"$25,000 under $50,000",83,219,60,"3,058",68,"2,165",52,84,74,216,16,**        ,32,
"$50,000 or more      ",114,291,61,"11,945",95,"7,057",103,375,114,"2,003",22,*       15,76,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98660                ,"3,993","7,782","2,145","140,375","3,495","111,301","1,759","4,575","3,066","16,721",487,**        ,"1,252",
"Under $10,000        ",753,"1,046",292,"1,789",622,"3,390",190,349,211,43,82,**        ,38,
"$10,000 under $25,000","1,186","2,213",625,"20,594","1,009","16,448",352,700,869,996,107,**        ,122,
"$25,000 under $50,000","1,192","2,353",651,"42,854","1,088","36,521",563,773,"1,127","3,836",150,--        ,482,
"$50,000 or more      ",862,"2,170",577,"75,138",776,"54,942",654,"2,753",859,"11,846",148,**        ,610,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98661                ,"15,028","31,745","9,651","642,643","13,036","420,188","6,499","27,747","11,238","90,982","1,732",39,"4,247",
"Under $10,000        ","2,765","3,991","1,244","10,407","2,261","12,164",643,"1,124",693,171,309,**        ,126,
"$10,000 under $25,000","4,647","9,162","2,827","80,069","3,952","63,725","1,360","2,259","3,276","3,715",441,*       19,458,
"$25,000 under $50,000","4,334","9,594","3,001","154,957","3,918","130,234","2,006","3,307","4,005","13,063",450,**        ,"1,383",
"$50,000 or more      ","3,282","8,998","2,579","397,210","2,905","214,065","2,490","21,057","3,264","74,033",532,20,"2,280",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98662                ,"10,523","23,338","7,042","459,469","9,116","354,335","5,373","13,647","8,384","56,224","1,384",51,"4,428",
"Under $10,000        ","1,622","1,832",430,"6,616","1,307","6,853",470,417,457,115,180,**        ,121,
"$10,000 under $25,000","2,504","4,841","1,231","43,629","2,006","32,369",945,"1,705","1,805","2,033",280,*       20,421,
"$25,000 under $50,000","3,114","7,268","2,353","114,510","2,776","94,301","1,547","2,523","2,853","9,130",405,**        ,"1,340",
"$50,000 or more      ","3,283","9,397","3,028","294,714","3,027","220,812","2,411","9,002","3,269","44,946",519,31,"2,546",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98663                ,"5,908","12,410","3,440","229,730","5,031","171,794","2,920","9,076","4,702","27,206",748,15,"2,023",
"Under $10,000        ",938,"1,171",262,"4,392",729,"3,806",294,310,267,80,115,**        ,61,
"$10,000 under $25,000","1,662","3,110",815,"28,856","1,348","21,664",576,"1,059","1,228","1,412",170,**        ,227,
"$25,000 under $50,000","1,797","3,909","1,125","64,726","1,601","53,338",880,"1,566","1,703","5,477",211,*       15,658,
"$50,000 or more      ","1,511","4,220","1,238","131,756","1,353","92,986","1,170","6,141","1,504","20,237",252,**        ,"1,077",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98664                ,"9,190","19,731","5,250","473,022","7,727","316,087","5,019","24,809","7,453","70,298","1,098",13,"3,563",
"Under $10,000        ","1,402","1,618",324,-89,"1,076","5,954",500,"1,438",419,90,145,**        ,94,
"$10,000 under $25,000","2,236","4,319","1,022","38,984","1,733","28,339",863,"1,840","1,646","1,897",207,*       13,323,
"$25,000 under $50,000","2,621","5,699","1,584","95,249","2,312","76,769","1,330","2,563","2,468","8,195",284,**        ,946,
"$50,000 or more      ","2,931","8,095","2,320","338,878","2,606","205,025","2,326","18,968","2,920","60,116",462,**        ,"2,200",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98665                ,"8,999","19,990","5,670","406,872","7,550","298,170","4,935","14,091","7,118","52,213","1,157",30,"3,501",
"Under $10,000        ","1,515","1,829",459,"5,072","1,218","6,396",484,432,433,96,153,**        ,84,
"$10,000 under $25,000","2,220","4,349","1,075","38,438","1,724","27,740",899,"1,671","1,602","1,809",206,*       13,297,
"$25,000 under $50,000","2,376","5,394","1,534","86,465","2,028","67,671","1,273","2,747","2,208","7,196",289,**        ,901,
"$50,000 or more      ","2,888","8,418","2,602","276,897","2,580","196,363","2,279","9,241","2,875","43,112",509,17,"2,219",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98666                ,490,874,181,"21,417",377,"16,994",305,"1,606",396,"4,165",102,**        ,205,
"Under $10,000        ",81,92,11,"-5,962",48,348,31,143,16,4,20,--        ,12,
"$10,000 under $25,000",100,168,35,"1,801",74,"1,209",48,126,81,100,15,--        ,17,
"$25,000 under $50,000",137,220,34,"5,091",111,"3,730",77,169,131,504,23,--        ,51,
"$50,000 or more      ",172,394,101,"20,487",144,"11,707",149,"1,168",168,"3,557",44,**        ,125,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98667                ,10,17,4,232,10,174,**        ,**        ,**        ,**          ,--        ,--        ,**        ,
"Under $10,000        ",*       10,*       17,*        4,*        232,*       10,*        174,--        ,--        ,**        ,**          ,--        ,--        ,--        ,
"$10,000 under $25,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,--        ,
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,--        ,--        ,**        ,**          ,--        ,--        ,--        ,
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,**        ,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98668                ,852,"1,594",334,"46,106",703,"26,895",494,"2,345",676,"8,116",100,**        ,304,
"Under $10,000        ",142,173,21,"-2,216",105,704,52,214,24,6,19,--        ,12,
"$10,000 under $25,000",202,360,86,"3,623",157,"2,623",93,216,157,186,23,--        ,36,
"$25,000 under $50,000",277,494,104,"10,069",243,"8,298",156,197,265,974,29,--        ,106,
"$50,000 or more      ",231,567,123,"34,630",198,"15,270",193,"1,718",230,"6,950",29,**        ,150,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98670                ,14,31,13,371,12,219,**        ,**        ,11,23,**        ,**        ,**        ,
"Under $10,000        ",*       14,*       31,*       13,*        371,*       12,*        219,**        ,**        ,*       11,*         23,--        ,--        ,--        ,
"$10,000 under $25,000",**        ,**        ,**        ,**          ,**        ,**          ,--        ,--        ,**        ,**          ,--        ,--        ,--        ,
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,**        ,**        ,--        ,
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,**        ,--        ,**        ,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98671                ,"6,645","15,121","4,483","319,903","5,692","240,649","3,644","10,703","5,322","39,997",875,127,"2,842",
"Under $10,000        ","1,045","1,266",265,"4,123",801,"4,402",344,527,296,56,114,13,71,
"$10,000 under $25,000","1,471","2,861",715,"25,357","1,149","18,352",555,"1,083","1,069","1,210",147,15,190,
"$25,000 under $50,000","1,767","4,203","1,345","64,868","1,558","52,917",889,"1,426","1,605","5,057",227,26,748,
"$50,000 or more      ","2,362","6,791","2,158","225,555","2,184","164,978","1,856","7,667","2,352","33,674",387,73,"1,833",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98672                ,"2,164","4,894","1,389","109,399","1,761","61,666","1,264","5,294","1,645","16,042",420,72,656,
"Under $10,000        ",441,511,103,-50,318,"1,644",164,317,133,31,71,*       18,36,
"$10,000 under $25,000",560,"1,168",327,"9,646",440,"6,896",260,658,401,409,88,**        ,86,
"$25,000 under $50,000",592,"1,540",468,"21,633",511,"16,545",358,784,545,"1,627",117,27,170,
"$50,000 or more      ",571,"1,675",491,"78,170",492,"36,581",482,"3,535",566,"13,975",144,27,364,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98673                ,149,327,79,"4,294",113,"3,132",64,180,102,448,11,**        ,24,
"Under $10,000        ",37,69,19,71,27,120,**        ,**        ,**        ,**          ,*       11,--        ,**        ,
"$10,000 under $25,000",50,119,33,862,34,487,*       25,*       81,*       41,*         33,**        ,--        ,*       13,
"$25,000 under $50,000",31,62,12,"1,189",25,782,19,65,31,120,--        ,**        ,**        ,
"$50,000 or more      ",31,77,15,"2,172",27,"1,743",20,34,30,295,**        ,**        ,11,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98674                ,"4,234","9,910","3,060","181,355","3,612","134,280","2,291","6,136","3,277","20,715",651,119,"1,654",
"Under $10,000        ",765,880,173,"2,555",587,"3,131",254,330,202,39,108,18,61,
"$10,000 under $25,000",952,"1,945",479,"16,487",751,"11,773",392,865,665,730,110,12,145,
"$25,000 under $50,000","1,170","2,885",921,"43,192","1,044","34,790",636,"1,249","1,077","3,329",185,28,456,
"$50,000 or more      ","1,347","4,200","1,487","119,121","1,230","84,586","1,009","3,692","1,333","16,617",248,61,992,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98675                ,"1,723","4,702","1,880","80,029","1,535","63,174",986,"1,780","1,342","8,716",274,66,814,
"Under $10,000        ",279,313,78,"1,065",220,"1,190",92,94,75,15,27,**        ,22,
"$10,000 under $25,000",303,626,179,"5,205",253,"4,051",112,118,208,237,43,**        ,36,
"$25,000 under $50,000",473,"1,344",542,"17,355",432,"14,839",255,289,416,"1,162",86,*       30,232,
"$50,000 or more      ",668,"2,419","1,081","56,404",630,"43,094",527,"1,279",643,"7,302",118,36,524,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98682                ,"19,186","44,642","16,039","814,525","17,699","698,369","8,869","10,769","15,437","84,273","2,525",88,"8,907",
