WASHINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Individual Income Tax Returns: 
Selected Income and Tax Items by State, 
ZIP Code, and Size of Adjusted Gross Income, 
98631,"$25,000 under $50,000",362,165,171,683,157,13057,247,7705,159,296,60,151,54,84,52,509,**,53,17,54,608,119,2649,41,332,116,677,**,**,97,1538,**,**,76,79,88,210,95,323,75,581,68,110,353,6584,119,89,24,5,61,58,24,6,40,56,45,62,29,48,**,**,311,702,325,835,53,102,300,665
98631,"$50,000 under $75,000",198,131,106,430,101,12164,140,6683,119,179,55,530,50,452,56,459,36,50,73,38,574,79,2348,25,210,83,1158,**,**,88,1694,39,103,67,74,85,307,88,437,75,696,62,100,195,7745,64,90,**,**,38,61,**,**,**,**,0,0,0,0,**,**,190,940,192,1025,52,132,138,437
98631,"$75,000 under $100,000",107,84,68,263,72,8987,74,5066,71,140,36,240,31,191,**,**,**,32,27,24,617,42,1498,20,106,45,814,**,**,63,1264,**,**,52,96,58,198,63,336,52,522,48,154,107,6241,45,86,**,**,39,63,**,**,0,0,0,0,0,0,**,**,107,794,107,818,29,105,69,261
98631,"$100,000 under $200,000",96,84,68,217,47,12474,87,9427,71,555,47,506,45,408,32,601,**,56,1748,31,832,53,2727,**,**,50,1129,**,**,81,2635,24,136,53,109,79,436,81,787,66,864,71,306,96,9724,47,39,**,**,**,**,**,**,0,0,0,0,0,0,**,**,95,1633,95,1730,56,729,51,178
98631,"$200,000 or more",25,22,22,58,**,8336,**,**,22,187,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,25,6989,**,**,0,0,0,0,**,**,0,0,0,0,0,0,**,**,25,1616,25,1653,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98632,,"20,052","8,426","8,712","41,147","13,452","953,083","15,835","653,732","8,093","14,240","3,060","13,517","2,676","8,652","1,996","22,142",86,"2,598","16,077","2,666","42,599","4,733","100,637","2,562","18,383","3,601","42,252",64,996,"5,686","109,945",706,"3,345","4,482","6,971","5,233","14,776","5,631","26,408","4,598","41,707","4,178","14,679","15,097","603,823","5,958","6,770",441,134,"3,326","4,216",681,304,"2,865","3,739","3,998","8,573","3,582","7,987",161,688,"13,433","91,050","14,111","95,315","2,943","8,690","16,097","41,408"
98632,"$1 under $25,000",8305,1379,3178,13423,4516,104301,6239,72579,1947,2132,689,1478,588,730,689,3885,32,571,-55,641,4195,1379,14224,1019,6295,507,927,0,0,633,10800,38,53,491,373,503,1108,610,2315,368,2546,393,761,3570,20796,895,281,26,4,323,113,56,16,1847,2143,2964,6707,2721,6354,**,**,2921,1906,3419,2552,606,360,7079,14141
98632,"$25,000 under $50,000",4801,1864,2043,10161,3504,173840,3752,123036,1744,2319,654,1995,550,1026,394,3123,**,550,88,680,7255,1202,21693,714,6057,1236,8106,22,96,1146,17651,104,205,902,979,1007,2231,1129,3512,864,6279,722,1594,4601,87449,1955,1589,108,27,1178,1088,175,79,884,1382,1034,1866,861,1633,**,**,3734,9068,3883,9796,629,827,4061,10984
98632,"$50,000 under $75,000",3022,1844,1374,6975,2109,186741,2460,133339,1625,2366,553,2050,500,1324,334,2743,29,463,414,556,8324,917,21780,427,3066,869,12917,**,**,1347,23066,155,444,1066,1471,1254,3095,1340,5154,1107,9234,963,2842,3004,120942,1275,1805,110,38,855,1357,135,59,134,214,0,0,0,0,**,**,2882,15178,2907,15759,590,1114,2349,6379
98632,"$75,000 under $100,000",1880,1530,920,5006,1594,162541,1598,118832,1220,1302,435,1428,380,829,276,3373,**,376,1112,328,7093,594,18132,226,1710,487,9550,**,**,1080,20285,162,673,841,1389,1030,2842,1073,5053,966,9132,832,2349,1878,114615,897,1513,94,36,596,1072,143,71,**,**,0,0,0,0,**,**,1855,15130,1860,15844,406,891,1416,4704
98632,"$100,000 under $200,000",1779,1577,971,4879,1523,228644,1561,164518,1319,3129,573,2794,512,1991,252,4069,25,482,3817,391,12473,560,19908,176,1255,428,9013,22,424,1250,28034,208,1206,991,2138,1213,4086,1249,7564,1112,12087,1052,4486,1779,176428,818,1164,103,29,374,586,172,79,**,**,0,0,0,0,50,69,1776,29526,1777,30508,591,2778,1098,4427
98632,"$200,000 or more",265,232,226,703,206,97016,225,41428,238,2992,156,3772,146,2752,51,4949,**,156,10701,70,3259,81,4900,**,**,74,1739,20,476,230,10109,39,764,191,621,226,1414,230,2810,181,2429,216,2647,265,83593,118,418,**,**,**,**,**,**,0,0,0,0,0,0,111,619,265,20242,265,20856,121,2720,94,773
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98635,,718,396,392,"1,450",354,"35,673",522,"21,674",306,528,155,754,138,348,132,912,48,148,426,92,"1,465",201,"4,790",114,861,160,"1,659",0,0,228,"4,586",92,391,121,168,200,574,225,"1,173",165,"1,540",162,471,560,"22,724",189,199,0,0,92,112,0,0,79,92,120,243,92,204,0,0,506,"3,287",550,"3,581",156,395,505,"1,200"
98635,"$1 under $25,000",245,70,112,399,101,3023,156,1768,72,72,30,73,26,29,45,236,27,33,-33,25,180,50,501,43,256,**,**,**,**,32,497,24,45,**,**,23,61,29,75,**,**,20,36,99,598,24,9,**,**,**,**,**,**,43,45,85,177,64,157,**,**,81,54,111,95,29,17,179,345
98635,"$25,000 under $50,000",202,110,117,408,97,7342,148,4591,77,133,37,134,35,87,36,418,**,37,-10,40,480,56,1103,37,310,76,364,**,**,55,1138,**,**,54,51,45,112,55,196,47,352,37,97,190,3544,62,41,**,**,44,32,**,**,36,47,35,66,28,47,**,**,161,374,173,448,48,58,146,349
98635,"$50,000 under $75,000",120,81,63,275,74,7381,94,4880,62,138,30,214,42,114,21,87,21,40,6,**,**,40,1102,34,295,35,436,**,**,43,791,40,144,37,56,39,100,43,206,35,325,29,51,120,4763,48,58,**,**,24,38,**,**,**,**,0,0,0,0,**,**,114,590,115,647,44,131,87,215
98635,"$75,000 under $100,000",66,57,42,163,40,5557,54,3768,33,27,21,39,**,**,30,171,**,**,**,27,805,22,655,**,**,22,324,**,**,37,744,**,**,**,**,35,87,37,209,32,304,23,85,66,3887,25,33,**,**,24,42,**,**,**,**,0,0,0,0,**,**,65,521,66,574,**,**,48,119
98635,"$100,000 under $200,000",85,78,58,205,42,12370,70,6667,62,158,37,294,35,118,**,**,**,38,463,**,**,33,1429,**,**,27,535,**,**,61,1416,28,202,30,61,58,214,61,487,51,559,53,202,85,9932,30,58,**,**,**,**,**,**,0,0,0,0,0,0,**,**,85,1748,85,1817,35,189,45,172
98635,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98638,,635,315,345,"1,272",356,"28,207",472,"18,377",309,377,147,229,123,156,108,"1,079",32,91,456,71,646,184,"4,037",93,382,131,"1,375",0,0,173,"3,323",45,187,116,164,155,413,172,818,130,"1,156",125,405,483,"17,118",174,211,20,4,105,142,0,0,59,76,100,197,87,172,0,0,440,"2,218",473,"2,461",126,415,459,"1,115"
98638,"$1 under $25,000",255,61,118,374,91,3224,167,2037,90,77,43,41,30,19,34,168,**,27,-22,36,290,60,670,32,141,22,35,**,**,21,318,**,**,**,**,**,**,20,65,29,209,**,**,109,651,22,11,0,0,**,**,**,**,35,40,72,153,66,139,**,**,91,58,116,87,27,13,197,355
98638,"$25,000 under $50,000",141,61,74,295,93,5263,109,3640,62,130,24,24,21,22,22,171,32,27,-30,**,**,38,761,29,127,37,220,**,**,30,484,22,50,36,35,42,104,30,119,**,**,34,90,135,2742,49,42,20,4,45,36,**,**,24,36,28,44,21,33,**,**,115,295,122,336,24,37,112,269
98638,"$50,000 under $75,000",115,82,60,257,60,7099,95,4800,74,82,35,61,31,48,20,169,**,**,**,35,356,46,1097,32,114,40,555,**,**,49,812,**,**,31,42,46,110,49,204,39,297,32,90,115,4644,43,49,**,**,24,40,**,**,**,**,0,0,0,0,**,**,110,582,111,608,51,170,78,194
98638,"$75,000 under $100,000",70,62,52,187,56,6038,57,3829,44,39,25,41,41,67,32,571,**,37,508,**,**,40,1509,**,**,32,565,**,**,42,832,23,137,28,50,39,117,42,234,35,334,34,137,70,4207,32,58,**,**,36,66,**,**,0,0,0,0,0,0,**,**,70,514,70,590,**,**,46,180
98638,"$100,000 under $200,000",54,49,41,159,56,6583,44,4071,39,49,20,62,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,31,877,**,**,21,37,28,82,31,196,27,316,25,88,54,4874,28,51,**,**,**,**,**,**,0,0,0,0,0,0,**,**,54,769,54,840,24,195,26,117
98638,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98640,,"1,789",825,840,"3,241",661,"73,138","1,036","31,779",851,"1,549",368,"1,359",325,910,229,"1,446",0,316,"1,160",346,"4,644",764,"19,244",199,"1,277",588,"6,080",0,0,533,"11,089",102,482,391,526,503,"1,722",529,"2,908",431,"3,643",406,955,"1,254","43,177",321,221,42,10,137,135,22,5,170,208,298,503,256,451,0,0,"1,138","6,777","1,212","7,138",335,952,"1,288","2,625"
98640,"$1 under $25,000",853,236,355,1346,291,10682,483,5261,287,385,112,252,94,161,106,438,**,103,-14,126,850,266,2947,109,560,91,134,**,**,110,1969,**,**,91,67,101,220,106,299,79,491,67,93,340,1969,58,15,**,**,26,8,22,5,116,126,245,414,211,374,**,**,287,187,350,269,74,45,659,1056
98640,"$25,000 under $50,000",457,233,207,905,215,16230,273,7861,226,302,90,239,78,125,50,298,**,68,15,75,839,222,5152,47,414,229,1302,**,**,146,2375,28,49,108,107,135,365,146,532,118,813,108,193,439,7588,117,79,**,**,61,54,**,**,54,82,53,89,45,77,**,**,387,816,397,872,98,100,344,766
98640,"$50,000 under $75,000",243,155,132,494,96,14836,145,6967,150,238,67,258,62,176,49,514,**,56,152,55,892,121,3872,43,303,129,1818,**,**,114,2293,43,152,85,125,107,329,114,547,98,812,86,141,240,9396,69,70,42,10,50,73,**,**,**,**,0,0,0,0,**,**,233,1219,234,1287,83,180,148,382
98640,"$75,000 under $100,000",114,98,67,242,30,9931,61,3726,86,265,39,126,37,83,**,**,**,34,-5,41,696,77,3463,**,**,73,1369,**,**,75,1781,**,**,52,80,74,265,75,422,64,660,68,157,113,6789,33,28,**,**,**,**,**,**,0,0,0,0,0,0,**,**,112,944,112,974,28,66,78,221
98640,"$100,000 under $200,000",97,80,79,196,29,12308,74,7964,81,314,60,484,54,365,24,196,**,55,1012,49,1367,78,3810,**,**,66,1457,**,**,67,1705,31,281,55,147,66,414,67,659,72,867,77,371,97,9511,44,29,**,**,**,**,**,**,0,0,0,0,0,0,**,**,95,1556,95,1593,52,561,59,200
98640,"$200,000 or more",25,23,**,58,**,9151,**,**,21,45,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,**,**,21,966,**,**,**,**,20,129,21,449,**,**,**,**,25,7924,**,**,0,0,0,0,**,**,0,0,0,0,0,0,**,**,24,2055,24,2143,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98642,,"7,256","3,908","3,761","15,806","5,060","555,870","5,725","365,649","3,349","7,477","1,785","9,460","1,618","6,562","1,176","19,182",190,"1,614","15,283",947,"19,469","1,677","43,745",806,"6,573","1,229","16,558",68,"1,230","3,470","84,758","1,096","7,233","2,163","3,907","3,225","11,599","3,445","23,335","2,887","36,048","2,873","11,494","5,952","389,827","2,584","3,340",160,87,"1,301","1,860",287,129,607,873,775,"1,503",644,"1,275",215,964,"5,446","71,984","5,739","75,627","1,541","8,675","5,217","15,141"
98642,"$1 under $25,000",2138,374,901,2855,753,25510,1506,17842,547,497,292,712,256,400,260,1413,27,251,72,175,1039,355,3362,226,1498,105,187,**,**,246,4583,25,32,184,158,192,563,236,802,142,1277,170,322,947,5740,250,89,**,**,51,17,**,**,276,356,509,1039,434,911,0,0,783,516,983,800,203,120,1704,2687
98642,"$25,000 under $50,000",1430,570,706,2929,938,52157,1091,35536,552,858,246,781,212,434,224,1912,27,226,550,178,1722,332,6422,195,1775,320,2134,**,**,493,9423,104,298,332,354,430,1238,481,2019,371,3583,363,912,1327,24889,561,458,33,10,308,289,54,21,238,369,266,464,210,364,0,0,1091,2583,1161,3029,247,376,1121,2918
98642,"$50,000 under $75,000",1108,716,573,2794,970,68810,908,50781,508,816,241,663,214,361,195,1923,29,215,912,161,2325,298,7896,156,1176,262,3562,**,**,603,11490,178,571,377,509,551,1534,600,2705,508,5193,476,1273,1100,41877,524,809,22,4,361,600,53,26,93,148,0,0,0,0,**,**,1013,4951,1032,5367,235,551,843,2480
98642,"$75,000 under $100,000",887,717,483,2324,719,76884,739,54000,501,992,287,985,263,661,176,2805,33,242,715,159,3226,279,9028,93,736,222,4210,**,**,644,14120,228,974,388,656,609,2045,644,3782,552,6333,534,1765,885,51442,463,719,35,14,285,513,61,28,**,**,0,0,0,0,**,**,869,6648,872,7157,225,668,622,2094
98642,"$100,000 under $200,000",1327,1200,805,3822,1295,180034,1166,133286,917,1986,504,2573,473,1794,242,6346,48,456,3217,219,6742,343,12907,136,1388,264,5274,41,428,1149,30340,442,3119,673,1522,1117,4145,1149,8955,1031,14028,1017,4104,1327,133575,642,918,70,59,296,441,96,41,**,**,0,0,0,0,37,64,1324,22379,1325,23424,468,2459,790,3329
98642,"$200,000 or more",366,331,293,1082,385,152475,315,74204,324,2328,215,3746,200,2912,79,4783,26,224,9817,55,4415,70,4130,**,**,56,1191,27,802,335,14802,119,2239,209,708,326,2074,335,5072,283,5634,313,3118,366,132304,144,347,**,**,0,0,23,13,0,0,0,0,0,0,178,900,366,34907,366,35850,163,4501,137,1633
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98643,,166,88,88,316,68,"7,410",115,"4,396",82,178,39,51,34,14,24,79,0,37,67,22,97,53,"1,257",22,94,39,416,0,0,45,841,0,0,32,31,43,100,45,182,30,326,32,36,130,"4,522",53,42,0,0,27,26,0,0,0,0,28,48,23,38,0,0,108,611,118,607,30,25,125,293
98643,"$1 under $25,000",60,**,33,91,**,749,39,478,24,25,**,**,**,**,24,79,**,**,**,22,97,27,452,22,94,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0,0,**,**,25,147,**,**,**,**,**,**,**,**,**,**,28,48,23,38,**,**,**,**,23,22,**,**,45,83
98643,"$25,000 under $50,000",44,46,23,91,38,1630,29,964,24,120,39,51,34,14,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,32,31,**,**,**,**,**,**,**,**,43,773,29,18,**,**,27,26,**,**,**,**,**,**,**,**,**,**,49,86,36,81,30,25,36,88
98643,"$50,000 under $75,000",62,42,32,134,30,5031,47,2954,34,33,**,**,**,**,**,**,**,37,67,**,**,26,805,**,**,39,416,**,**,45,841,**,**,**,**,43,100,45,182,30,326,32,36,62,3602,24,24,**,**,**,**,**,**,**,**,0,0,0,0,**,**,59,525,59,504,**,**,44,122
98643,"$75,000 under $100,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98643,"$100,000 under $200,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98643,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98645,,507,290,250,"1,124",348,"27,515",385,"18,920",224,165,71,167,56,53,63,309,0,67,-18,71,787,153,"3,490",83,457,122,"1,478",0,0,185,"3,618",0,0,155,263,178,563,184,902,170,"1,777",134,227,404,"17,088",165,199,0,0,111,149,0,0,47,55,77,156,63,139,0,0,361,"2,368",385,"2,470",78,166,407,"1,047"
98645,"$1 under $25,000",163,47,72,251,61,1990,105,1224,47,67,**,**,**,**,40,135,**,**,**,**,**,40,460,22,113,**,**,**,**,23,410,**,**,21,15,23,64,23,79,**,**,29,37,61,325,**,**,**,**,**,**,**,**,23,27,50,108,43,97,**,**,47,28,65,45,27,14,136,249
98645,"$25,000 under $50,000",123,54,63,265,89,4657,91,3092,51,30,44,91,31,21,**,**,**,39,-5,48,399,36,745,28,171,55,283,**,**,34,457,**,**,27,29,29,59,33,96,49,394,**,**,122,2373,65,49,**,**,43,39,**,**,24,28,27,48,20,42,**,**,96,240,102,262,**,**,104,289
98645,"$50,000 under $75,000",79,58,39,198,61,4893,66,3427,41,22,**,**,**,**,**,**,**,**,**,**,**,25,674,33,173,47,832,**,**,31,575,**,**,27,36,30,102,31,152,29,249,27,41,79,3071,34,55,**,**,43,76,**,**,**,**,0,0,0,0,**,**,77,356,77,371,26,63,60,145
98645,"$75,000 under $100,000",72,64,34,185,49,6269,60,4685,39,25,27,76,25,32,23,174,**,28,-13,23,388,24,669,**,**,**,**,**,**,43,876,**,**,33,69,42,127,43,225,41,461,32,50,72,4371,32,42,**,**,**,**,**,**,0,0,0,0,0,0,**,**,72,580,72,598,**,**,63,201
98645,"$100,000 under $200,000",70,67,42,225,88,9706,63,6492,46,21,**,**,**,**,**,**,**,**,**,**,**,28,942,**,**,20,363,**,**,54,1300,**,**,47,114,54,211,54,350,51,673,46,99,70,6948,34,53,**,**,25,34,**,**,**,**,0,0,0,0,**,**,69,1164,69,1194,25,89,44,163
98645,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98647,,160,82,94,361,128,"5,848",124,"3,837",54,9,0,0,0,0,38,232,0,22,-17,20,137,38,624,0,0,25,253,0,0,34,534,0,0,23,17,31,48,33,100,28,229,0,0,108,"3,293",35,27,0,0,0,0,0,0,24,35,47,77,37,63,0,0,98,420,119,469,32,29,125,277
98647,"$1 under $25,000",73,21,37,129,44,798,54,459,24,6,**,**,**,**,**,**,**,22,-17,20,137,**,**,**,**,**,**,**,**,**,**,**,**,23,17,**,**,**,**,**,**,**,**,23,151,**,**,**,**,**,**,**,**,24,35,47,77,37,63,**,**,23,14,38,38,**,**,60,91
98647,"$25,000 under $50,000",40,22,22,110,48,1493,34,1079,**,**,**,**,**,**,38,232,**,**,**,**,**,38,624,**,**,25,253,**,**,**,**,**,**,**,**,31,48,33,100,28,229,**,**,38,718,35,27,**,**,**,**,**,**,**,**,**,**,**,**,**,**,29,76,34,86,32,29,36,102
98647,"$50,000 under $75,000",47,39,35,122,36,3557,36,2299,30,3,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,34,534,**,**,**,**,**,**,**,**,**,**,**,**,47,2424,**,**,**,**,**,**,**,**,**,**,0,0,0,0,**,**,46,330,47,345,**,**,29,84
98647,"$75,000 under $100,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98647,"$100,000 under $200,000",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
98647,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98648,,"1,314",595,714,"2,570",733,"71,585","1,024","46,579",513,819,248,"1,265",225,"1,034",222,"1,702",22,223,704,145,"2,534",292,"7,012",215,"1,425",211,"2,460",0,0,452,"9,741",139,879,281,352,420,"1,039",448,"2,475",368,"3,876",306,849,"1,013","46,993",347,403,0,0,192,264,35,16,135,159,208,444,177,383,0,0,917,"7,977",990,"8,411",249,"1,029",981,"2,244"
98648,"$1 under $25,000",501,93,258,704,182,6205,358,4004,123,107,56,72,50,48,80,573,22,58,7,33,202,70,698,82,494,**,**,**,**,49,812,**,**,41,24,41,77,47,139,36,300,30,39,221,1291,50,15,**,**,**,**,**,**,74,81,146,325,126,283,**,**,194,121,251,213,54,41,402,633
98648,"$25,000 under $50,000",317,126,168,631,188,11325,242,7564,108,113,47,192,42,111,44,409,**,43,-3,37,425,89,1706,66,459,90,475,**,**,107,1859,**,**,82,65,95,178,106,284,78,668,70,117,297,5430,111,85,**,**,73,62,**,**,61,78,62,119,51,100,**,**,242,569,253,659,53,97,254,586
98648,"$50,000 under $75,000",225,141,135,520,154,14016,189,10078,113,223,43,146,39,83,60,305,**,41,18,32,414,61,1832,38,289,52,751,**,**,110,1915,53,142,67,67,105,239,109,422,94,894,72,163,224,8987,85,122,**,**,62,102,35,16,**,**,0,0,0,0,**,**,212,1144,217,1212,40,99,173,455
98648,"$75,000 under $100,000",108,90,59,279,81,9283,90,6455,67,84,39,177,35,110,**,**,0,25,-17,21,432,35,1316,29,183,32,550,**,**,60,1174,22,103,32,50,55,127,60,292,47,490,45,138,108,6516,38,72,**,**,27,59,**,**,**,**,0,0,0,0,**,**,106,847,106,876,29,82,75,229
98648,"$100,000 under $200,000",132,116,74,356,108,17028,118,12849,77,102,63,678,59,682,38,415,**,56,699,22,1061,37,1460,**,**,37,684,**,**,96,2468,64,634,59,146,95,266,96,732,89,1162,67,217,132,12857,63,109,**,**,30,41,**,**,0,0,0,0,0,0,**,**,132,2120,132,2234,73,710,77,341
98648,"$200,000 or more",31,29,20,80,20,13728,27,5629,25,190,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,30,1513,**,**,**,**,29,152,30,606,24,362,22,175,31,11912,**,**,**,**,0,0,0,0,0,0,0,0,0,0,**,**,31,3176,31,3217,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98649,,475,249,250,"1,045",342,"24,950",394,"17,306",196,164,62,41,53,16,53,206,0,60,33,57,967,124,"1,731",105,613,77,858,0,0,173,"3,572",22,69,135,210,156,401,170,745,147,"1,588",118,201,374,"15,692",152,180,0,0,100,140,0,0,50,62,76,165,68,151,0,0,328,"2,246",346,"2,388",82,275,372,"1,013"
98649,"$1 under $25,000",166,40,76,256,70,2055,124,1417,43,47,**,**,**,**,32,205,**,**,**,32,241,38,386,25,102,**,**,**,**,**,**,0,0,**,**,**,**,**,**,**,**,30,63,70,388,20,7,**,**,**,**,**,**,24,27,50,112,44,101,**,**,53,34,65,55,**,**,138,259
98649,"$25,000 under $50,000",110,51,56,253,93,4036,90,2697,39,34,39,24,33,12,**,**,**,34,-18,**,**,34,486,22,201,55,432,**,**,52,922,**,**,43,44,43,100,50,151,38,353,**,**,106,1908,52,43,**,**,42,35,**,**,26,35,26,53,24,50,**,**,81,184,87,209,34,42,90,274
98649,"$50,000 under $75,000",73,46,46,173,54,4567,63,3416,42,4,**,**,**,**,21,1,**,**,**,25,726,20,442,22,108,**,**,**,**,39,711,22,69,31,38,37,83,39,137,36,344,25,34,72,2889,27,41,**,**,20,32,**,**,**,**,0,0,0,0,**,**,68,370,68,388,25,45,60,186
98649,"$75,000 under $100,000",74,65,37,206,67,6328,70,5142,38,53,23,17,20,4,**,**,**,26,51,**,**,32,417,36,202,22,426,**,**,40,818,**,**,29,57,38,94,39,177,38,411,30,39,74,4356,33,60,**,**,38,73,**,**,0,0,0,0,0,0,**,**,74,551,74,568,**,**,59,201
98649,"$100,000 under $200,000",52,47,35,157,58,7964,47,4634,34,26,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,42,1121,**,**,32,71,38,124,42,280,35,480,33,65,52,6151,20,29,**,**,**,**,**,**,0,0,0,0,0,0,**,**,52,1107,52,1168,23,188,25,93
98649,"$200,000 or more",**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98650,,447,237,240,923,265,"33,645",345,"15,258",228,729,128,427,112,232,99,736,34,121,869,59,"1,051",100,"2,542",60,321,85,"1,161",0,0,144,"3,810",37,743,91,115,136,584,142,"1,525",115,"1,229",113,344,339,"24,141",125,144,0,0,65,90,0,0,50,83,60,129,50,107,0,0,301,"4,978",345,"5,198",92,437,322,849
98650,"$1 under $25,000",169,45,75,263,75,2068,116,1548,62,77,36,119,29,77,40,362,**,28,-29,**,**,23,195,**,**,**,**,**,**,**,**,**,**,30,21,**,**,**,**,**,**,**,**,68,403,**,**,**,**,21,17,**,**,28,47,60,129,50,107,**,**,53,34,88,84,44,45,122,286
98650,"$25,000 under $50,000",99,40,54,190,51,3651,82,2509,44,93,33,43,29,19,35,200,**,37,-9,38,398,22,519,60,321,34,157,**,**,45,863,**,**,**,**,41,137,43,199,33,303,30,39,93,1900,38,24,**,**,**,**,**,**,22,36,**,**,**,**,**,**,82,216,87,279,**,**,82,190
